source_label,target_label,weight,type,relationship_type,source,target
"Tousey, Sinclair","Harkness, Edward",1,undirected,museum board,133,163
"Valentine, P.A.","Harkness, Edward",1,undirected,museum board,33,163
"Vanderbilt, Cornelius II","Harkness, Edward",1,undirected,museum board,136,163
"Vanderbilt, William Kissam","Harkness, Edward",1,undirected,museum board,177,163
"Walker, E. Chandler","Harkness, Edward",1,undirected,museum board,178,163
"Walters, Henry","Harkness, Edward",1,undirected,museum board,179,163
"White, George Robert","Harkness, Edward",1,undirected,museum board,180,163
"Adams, Edward D.","Healy, Aaron Augustus",1,undirected,museum board,36,164
"Allen, George L.","Healy, Aaron Augustus",1,undirected,museum board,150,164
"Andrews, William Loring","Healy, Aaron Augustus",1,undirected,museum board,42,164
"Armour, George A.","Healy, Aaron Augustus",1,undirected,museum board,151,164
"Astor, William","Healy, Aaron Augustus",1,undirected,museum board,152,164
"Avery, Samuel Putnam","Healy, Aaron Augustus",1,undirected,museum board,44,164
"Baker, George F.","Healy, Aaron Augustus",1,undirected,museum board,45,164
"Barger, Samuel F.","Healy, Aaron Augustus",1,undirected,museum board,153,164
"Bartlett, Francis","Healy, Aaron Augustus",1,undirected,museum board,154,164
"Bennett, James Gordon Jr.","Healy, Aaron Augustus",1,undirected,museum board,155,164
"Bishop, Heber R.","Healy, Aaron Augustus",1,undirected,museum board,48,164
"Bixby, William K.","Healy, Aaron Augustus",1,undirected,museum board,156,164
"Blumenthal, George","Healy, Aaron Augustus",1,undirected,museum board,1,164
"Catlin, Daniel","Healy, Aaron Augustus",1,undirected,museum board,157,164
"Clark, George Crawford","Healy, Aaron Augustus",1,undirected,museum board,158,164
"Clarke, Thomas B.","Healy, Aaron Augustus",1,undirected,museum board,55,164
"Comstock, William C.","Healy, Aaron Augustus",1,undirected,museum board,159,164
"Davis, Theodore M.","Healy, Aaron Augustus",1,undirected,museum board,65,164
"De Silver, Carll H.","Healy, Aaron Augustus",1,undirected,museum board,182,164
"Deering, Charles","Healy, Aaron Augustus",1,undirected,museum board,160,164
"Edwards, Robert J.","Healy, Aaron Augustus",1,undirected,museum board,161,164
"Fahnestock, Harris Charles","Healy, Aaron Augustus",1,undirected,museum board,69,164
"Frick, Henry Clay (NY)","Healy, Aaron Augustus",1,undirected,museum board,74,164
"Gould, Helen","Healy, Aaron Augustus",1,undirected,museum board,162,164
"Gunsaulus, Dr. Frank W.","Healy, Aaron Augustus",1,undirected,museum board,140,164
"Harkness, Edward","Healy, Aaron Augustus",1,undirected,museum board,163,164
"Hearn, George A.","Healy, Aaron Augustus",1,undirected,museum board,13,164
"Hoagland, Joseph Christoffel","Healy, Aaron Augustus",1,undirected,museum board,85,164
"Hutchinson, William J.","Healy, Aaron Augustus",1,undirected,museum board,165,164
"Jewett, William Kennon","Healy, Aaron Augustus",1,undirected,museum board,166,164
"Johnson, John G.","Healy, Aaron Augustus",1,undirected,museum board,167,164
"Layton, Frederick","Healy, Aaron Augustus",1,undirected,museum board,101,164
"Lewisohn, Adolph","Healy, Aaron Augustus",1,undirected,museum board,168,164
"Lockwood, Luke Vincent","Healy, Aaron Augustus",1,undirected,museum board,183,164
"Loeser, Frederick","Healy, Aaron Augustus",1,undirected,museum board,181,164
"Martin, Bradley","Healy, Aaron Augustus",1,undirected,museum board,169,164
"McAlpin, David H.","Healy, Aaron Augustus",1,undirected,museum board,170,164
"Morgan, J. Pierpont, Jr.","Healy, Aaron Augustus",1,undirected,museum board,171,164
"Nickerson, Samuel M.","Healy, Aaron Augustus",1,undirected,museum board,172,164
"Ream, Norman B.","Healy, Aaron Augustus",1,undirected,museum board,146,164
"Reisinger, Hugo","Healy, Aaron Augustus",1,undirected,museum board,25,164
"Rockefeller, William Avery Jr.","Healy, Aaron Augustus",1,undirected,museum board,119,164
"Roloson, Robert W.","Healy, Aaron Augustus",1,undirected,museum board,173,164
"Russel, Horace","Healy, Aaron Augustus",1,undirected,museum board,174,164
"Ryerson, Martin A.","Healy, Aaron Augustus",1,undirected,museum board,175,164
"Sloane, William Douglas","Healy, Aaron Augustus",1,undirected,museum board,124,164
"Spaulding, William S.","Healy, Aaron Augustus",1,undirected,museum board,176,164
"Spoor, John A.","Healy, Aaron Augustus",1,undirected,museum board,149,164
"Stillman, James","Healy, Aaron Augustus",1,undirected,museum board,129,164
"Terry, John T.","Healy, Aaron Augustus",1,undirected,museum board,130,164
"Tousey, Sinclair","Healy, Aaron Augustus",1,undirected,museum board,133,164
"Valentine, P.A.","Healy, Aaron Augustus",1,undirected,museum board,33,164
"Vanderbilt, Cornelius II","Healy, Aaron Augustus",1,undirected,museum board,136,164
"Vanderbilt, William Kissam","Healy, Aaron Augustus",1,undirected,museum board,177,164
"Walker, E. Chandler","Healy, Aaron Augustus",1,undirected,museum board,178,164
"Walters, Henry","Healy, Aaron Augustus",1,undirected,museum board,179,164
"White, George Robert","Healy, Aaron Augustus",1,undirected,museum board,180,164
"Adams, Edward D.","Hearn, George A.",1,undirected,museum board,36,13
"Allen, George L.","Hearn, George A.",1,undirected,museum board,150,13
"Andrews, William Loring","Hearn, George A.",1,undirected,museum board,42,13
"Armour, George A.","Hearn, George A.",1,undirected,museum board,151,13
"Astor, William","Hearn, George A.",1,undirected,museum board,152,13
"Avery, Samuel Putnam","Hearn, George A.",1,undirected,museum board,44,13
"Baker, George F.","Hearn, George A.",1,undirected,museum board,45,13
"Barger, Samuel F.","Hearn, George A.",1,undirected,museum board,153,13
"Bartlett, Francis","Hearn, George A.",1,undirected,museum board,154,13
"Bennett, James Gordon Jr.","Hearn, George A.",1,undirected,museum board,155,13
"Bishop, Heber R.","Hearn, George A.",1,undirected,museum board,48,13
"Bixby, William K.","Hearn, George A.",1,undirected,museum board,156,13
"Blumenthal, George","Hearn, George A.",1,undirected,museum board,1,13
"Catlin, Daniel","Hearn, George A.",1,undirected,museum board,157,13
"Clark, George Crawford","Hearn, George A.",1,undirected,museum board,158,13
"Clarke, Thomas B.","Hearn, George A.",1,undirected,museum board,55,13
"Comstock, William C.","Hearn, George A.",1,undirected,museum board,159,13
"Davis, Theodore M.","Hearn, George A.",1,undirected,museum board,65,13
"De Silver, Carll H.","Hearn, George A.",1,undirected,museum board,182,13
"Deering, Charles","Hearn, George A.",1,undirected,museum board,160,13
"Edwards, Robert J.","Hearn, George A.",1,undirected,museum board,161,13
"Fahnestock, Harris Charles","Hearn, George A.",1,undirected,museum board,69,13
"Frick, Henry Clay (NY)","Hearn, George A.",1,undirected,museum board,74,13
"Gould, Helen","Hearn, George A.",1,undirected,museum board,162,13
"Gunsaulus, Dr. Frank W.","Hearn, George A.",1,undirected,museum board,140,13
"Harkness, Edward","Hearn, George A.",1,undirected,museum board,163,13
"Healy, Aaron Augustus","Hearn, George A.",1,undirected,museum board,164,13
"Hoagland, Joseph Christoffel","Hearn, George A.",1,undirected,museum board,85,13
"Hutchinson, William J.","Hearn, George A.",1,undirected,museum board,165,13
"Jewett, William Kennon","Hearn, George A.",1,undirected,museum board,166,13
"Johnson, John G.","Hearn, George A.",1,undirected,museum board,167,13
"Layton, Frederick","Hearn, George A.",1,undirected,museum board,101,13
"Lewisohn, Adolph","Hearn, George A.",1,undirected,museum board,168,13
"Lockwood, Luke Vincent","Hearn, George A.",1,undirected,museum board,183,13
"Loeser, Frederick","Hearn, George A.",1,undirected,museum board,181,13
"Martin, Bradley","Hearn, George A.",1,undirected,museum board,169,13
"McAlpin, David H.","Hearn, George A.",1,undirected,museum board,170,13
"Morgan, J. Pierpont, Jr.","Hearn, George A.",1,undirected,museum board,171,13
"Nickerson, Samuel M.","Hearn, George A.",1,undirected,museum board,172,13
"Ream, Norman B.","Hearn, George A.",1,undirected,museum board,146,13
"Reisinger, Hugo","Hearn, George A.",1,undirected,museum board,25,13
"Rockefeller, William Avery Jr.","Hearn, George A.",1,undirected,museum board,119,13
"Roloson, Robert W.","Hearn, George A.",1,undirected,museum board,173,13
"Russel, Horace","Hearn, George A.",1,undirected,museum board,174,13
"Ryerson, Martin A.","Hearn, George A.",1,undirected,museum board,175,13
"Sloane, William Douglas","Hearn, George A.",1,undirected,museum board,124,13
"Spaulding, William S.","Hearn, George A.",1,undirected,museum board,176,13
"Spoor, John A.","Hearn, George A.",1,undirected,museum board,149,13
"Stillman, James","Hearn, George A.",1,undirected,museum board,129,13
"Terry, John T.","Hearn, George A.",1,undirected,museum board,130,13
"Tousey, Sinclair","Hearn, George A.",1,undirected,museum board,133,13
"Valentine, P.A.","Hearn, George A.",1,undirected,museum board,33,13
"Vanderbilt, Cornelius II","Hearn, George A.",1,undirected,museum board,136,13
"Vanderbilt, William Kissam","Hearn, George A.",1,undirected,museum board,177,13
"Walker, E. Chandler","Hearn, George A.",1,undirected,museum board,178,13
"Walters, Henry","Hearn, George A.",1,undirected,museum board,179,13
"White, George Robert","Hearn, George A.",1,undirected,museum board,180,13
"Adams, Edward D.","Hoagland, Joseph Christoffel",1,undirected,museum board,36,85
"Allen, George L.","Hoagland, Joseph Christoffel",1,undirected,museum board,150,85
"Andrews, William Loring","Hoagland, Joseph Christoffel",1,undirected,museum board,42,85
"Armour, George A.","Hoagland, Joseph Christoffel",1,undirected,museum board,151,85
"Astor, William","Hoagland, Joseph Christoffel",1,undirected,museum board,152,85
"Avery, Samuel Putnam","Hoagland, Joseph Christoffel",1,undirected,museum board,44,85
"Baker, George F.","Hoagland, Joseph Christoffel",1,undirected,museum board,45,85
"Barger, Samuel F.","Hoagland, Joseph Christoffel",1,undirected,museum board,153,85
"Bartlett, Francis","Hoagland, Joseph Christoffel",1,undirected,museum board,154,85
"Bennett, James Gordon Jr.","Hoagland, Joseph Christoffel",1,undirected,museum board,155,85
"Bishop, Heber R.","Hoagland, Joseph Christoffel",1,undirected,museum board,48,85
"Bixby, William K.","Hoagland, Joseph Christoffel",1,undirected,museum board,156,85
"Blumenthal, George","Hoagland, Joseph Christoffel",1,undirected,museum board,1,85
"Catlin, Daniel","Hoagland, Joseph Christoffel",1,undirected,museum board,157,85
"Clark, George Crawford","Hoagland, Joseph Christoffel",1,undirected,museum board,158,85
"Clarke, Thomas B.","Hoagland, Joseph Christoffel",1,undirected,museum board,55,85
"Comstock, William C.","Hoagland, Joseph Christoffel",1,undirected,museum board,159,85
"Davis, Theodore M.","Hoagland, Joseph Christoffel",1,undirected,museum board,65,85
"De Silver, Carll H.","Hoagland, Joseph Christoffel",1,undirected,museum board,182,85
"Deering, Charles","Hoagland, Joseph Christoffel",1,undirected,museum board,160,85
"Edwards, Robert J.","Hoagland, Joseph Christoffel",1,undirected,museum board,161,85
"Fahnestock, Harris Charles","Hoagland, Joseph Christoffel",1,undirected,museum board,69,85
"Frick, Henry Clay (NY)","Hoagland, Joseph Christoffel",1,undirected,museum board,74,85
"Gould, Helen","Hoagland, Joseph Christoffel",1,undirected,museum board,162,85
"Gunsaulus, Dr. Frank W.","Hoagland, Joseph Christoffel",1,undirected,museum board,140,85
"Harkness, Edward","Hoagland, Joseph Christoffel",1,undirected,museum board,163,85
"Healy, Aaron Augustus","Hoagland, Joseph Christoffel",1,undirected,museum board,164,85
"Hearn, George A.","Hoagland, Joseph Christoffel",1,undirected,museum board,13,85
"Hutchinson, William J.","Hoagland, Joseph Christoffel",1,undirected,museum board,165,85
"Jewett, William Kennon","Hoagland, Joseph Christoffel",1,undirected,museum board,166,85
"Johnson, John G.","Hoagland, Joseph Christoffel",1,undirected,museum board,167,85
"Layton, Frederick","Hoagland, Joseph Christoffel",1,undirected,museum board,101,85
"Lewisohn, Adolph","Hoagland, Joseph Christoffel",1,undirected,museum board,168,85
"Lockwood, Luke Vincent","Hoagland, Joseph Christoffel",1,undirected,museum board,183,85
"Loeser, Frederick","Hoagland, Joseph Christoffel",1,undirected,museum board,181,85
"Martin, Bradley","Hoagland, Joseph Christoffel",1,undirected,museum board,169,85
"McAlpin, David H.","Hoagland, Joseph Christoffel",1,undirected,museum board,170,85
"Morgan, J. Pierpont, Jr.","Hoagland, Joseph Christoffel",1,undirected,museum board,171,85
"Nickerson, Samuel M.","Hoagland, Joseph Christoffel",1,undirected,museum board,172,85
"Ream, Norman B.","Hoagland, Joseph Christoffel",1,undirected,museum board,146,85
"Reisinger, Hugo","Hoagland, Joseph Christoffel",1,undirected,museum board,25,85
"Rockefeller, William Avery Jr.","Hoagland, Joseph Christoffel",1,undirected,museum board,119,85
"Roloson, Robert W.","Hoagland, Joseph Christoffel",1,undirected,museum board,173,85
"Russel, Horace","Hoagland, Joseph Christoffel",1,undirected,museum board,174,85
"Ryerson, Martin A.","Hoagland, Joseph Christoffel",1,undirected,museum board,175,85
"Sloane, William Douglas","Hoagland, Joseph Christoffel",1,undirected,museum board,124,85
"Spaulding, William S.","Hoagland, Joseph Christoffel",1,undirected,museum board,176,85
"Spoor, John A.","Hoagland, Joseph Christoffel",1,undirected,museum board,149,85
"Stillman, James","Hoagland, Joseph Christoffel",1,undirected,museum board,129,85
"Terry, John T.","Hoagland, Joseph Christoffel",1,undirected,museum board,130,85
"Tousey, Sinclair","Hoagland, Joseph Christoffel",1,undirected,museum board,133,85
"Valentine, P.A.","Hoagland, Joseph Christoffel",1,undirected,museum board,33,85
"Vanderbilt, Cornelius II","Hoagland, Joseph Christoffel",1,undirected,museum board,136,85
"Vanderbilt, William Kissam","Hoagland, Joseph Christoffel",1,undirected,museum board,177,85
"Walker, E. Chandler","Hoagland, Joseph Christoffel",1,undirected,museum board,178,85
"Walters, Henry","Hoagland, Joseph Christoffel",1,undirected,museum board,179,85
"White, George Robert","Hoagland, Joseph Christoffel",1,undirected,museum board,180,85
"Adams, Edward D.","Hutchinson, William J.",1,undirected,museum board,36,165
"Allen, George L.","Hutchinson, William J.",1,undirected,museum board,150,165
"Andrews, William Loring","Hutchinson, William J.",1,undirected,museum board,42,165
"Armour, George A.","Hutchinson, William J.",1,undirected,museum board,151,165
"Astor, William","Hutchinson, William J.",1,undirected,museum board,152,165
"Avery, Samuel Putnam","Hutchinson, William J.",1,undirected,museum board,44,165
"Baker, George F.","Hutchinson, William J.",1,undirected,museum board,45,165
"Barger, Samuel F.","Hutchinson, William J.",1,undirected,museum board,153,165
"Bartlett, Francis","Hutchinson, William J.",1,undirected,museum board,154,165
"Bennett, James Gordon Jr.","Hutchinson, William J.",1,undirected,museum board,155,165
"Bishop, Heber R.","Hutchinson, William J.",1,undirected,museum board,48,165
"Bixby, William K.","Hutchinson, William J.",1,undirected,museum board,156,165
"Blumenthal, George","Hutchinson, William J.",1,undirected,museum board,1,165
"Catlin, Daniel","Hutchinson, William J.",1,undirected,museum board,157,165
"Clark, George Crawford","Hutchinson, William J.",1,undirected,museum board,158,165
"Clarke, Thomas B.","Hutchinson, William J.",1,undirected,museum board,55,165
"Comstock, William C.","Hutchinson, William J.",1,undirected,museum board,159,165
"Davis, Theodore M.","Hutchinson, William J.",1,undirected,museum board,65,165
"De Silver, Carll H.","Hutchinson, William J.",1,undirected,museum board,182,165
"Deering, Charles","Hutchinson, William J.",1,undirected,museum board,160,165
"Edwards, Robert J.","Hutchinson, William J.",1,undirected,museum board,161,165
"Fahnestock, Harris Charles","Hutchinson, William J.",1,undirected,museum board,69,165
"Frick, Henry Clay (NY)","Hutchinson, William J.",1,undirected,museum board,74,165
"Gould, Helen","Hutchinson, William J.",1,undirected,museum board,162,165
